Country,Year,Sex,DTHS,AGE,W,POP,Mtot,Qtot,QBLOD,QBNGN,QCBPN,QCBVD,QCGEN,QCIRC,QDIGD,QENDO,QEXTL,QGNUR,QHPHO,QHRTD,QIPDZ,QMALI,QMBON,QMCNS,QMCON,QMEND,QMETA,QMGNU,QMLHT,QMNTL,QMRSP,QMSKN,QMUSK,QNCNS,QNINF,QNRST,QNUTR,QPCLD,QPIAD,QPOTH,QREST,QSKIN,QTRST,QEXTRIN,QINTRIN,QSUM,EISUM,NRAD,Radix,Dth,Cum,EDth,CumE,IDth,CumI,EProb,EF,ES,EDEN,EHAZ,IProb,IF,IS,IDEN,IHAZ
4335,2005,2,3393,0,1,257486,0.013177415,0.013091162,2.31497E-05,0,0.004267263,0,0.001115044,0,8.1024E-05,0,0.000378112,0,0,7.71657E-06,0.000555593,0,0,0,0,0,0,0,3.85829E-06,0,0,0,0,3.85829E-06,8.48823E-05,0.000150473,0,0,0.006296721,0,0.00011189,1.15749E-05,0,0.00096843,0.012122732,0.013091162,0.013091162,98690.88384,100000,1309.116163,1309.116163,96.84295815,96.84295815,1212.273205,1212.273205,0.068020531,0,1,0.014237313,0.014237313,0.839037642,0,1,0.014448377,0.014448377
4335,2005,2,788,1,1,249525,0.003158,0.003153022,6.00194E-05,0,4.0013E-06,0,9.60311E-05,0,2.80091E-05,0,0.000600194,2.40078E-05,0,3.60117E-05,0.000176057,4.0013E-06,4.0013E-06,4.0013E-06,0,0,0,0,8.00259E-06,0,0,0,0,0,3.20104E-05,7.60246E-05,1.20039E-05,0,0.001940629,8.00259E-06,3.20104E-05,0,8.00259E-06,0.00083227,0.002320752,0.003153022,0.003153022,98379.70935,98690.88384,311.1744864,1620.29065,82.13742788,178.980386,229.0370585,1441.310264,0.067941536,0.014237313,0.985762687,0.012075388,0.012249792,0.837883782,0.014448377,0.985551623,0.002729759,0.002769778
4335,2005,2,302,2,1,246536,0.001224973,0.001224223,2.02686E-05,0,0,0,3.24298E-05,0,8.10744E-06,0,0.000421587,1.21612E-05,0,1.62149E-05,2.8376E-05,4.05372E-06,0,1.62149E-05,0,0,0,4.05372E-06,2.8376E-05,0,0,0,0,0,1.62149E-05,3.64835E-05,0,0,0.000571575,0,4.05372E-06,0,4.05372E-06,0.000462124,0.000762099,0.001224223,0.001224223,98259.27061,98379.70935,120.4387431,1740.729393,45.46363151,224.4440175,74.97511161,1516.285375,0.067321532,0.0263127,0.9736873,0.00668381,0.006864432,0.838205912,0.017178136,0.982821864,0.000893585,0.000909203
4335,2005,2,164,3,1,247307,0.000663143,0.000662924,1.21267E-05,0,0,0,1.21267E-05,0,0,0,0.000194026,1.61689E-05,0,8.08443E-06,2.42533E-05,0,0,1.21267E-05,0,0,0,4.04222E-06,2.42533E-05,0,0,4.04222E-06,0,0,2.02111E-05,5.25488E-05,0,0,0.00025466,0,1.61689E-05,0,8.08443E-06,0.000230406,0.000432517,0.000662924,0.000662924,98194.13222,98259.27061,65.13838683,1805.86778,22.63956128,247.0835788,42.49882555,1558.784201,0.066941359,0.03299651,0.96700349,0.003328342,0.003441913,0.838470287,0.01807172,0.98192828,0.000506519,0.000515841
4335,2005,2,116,4,1,245764,0.000471998,0.000471886,4.06798E-06,0,0,0,1.2204E-05,0,4.06798E-06,0,0.000162719,0,0,8.13597E-06,8.13597E-06,4.06798E-06,0,1.2204E-05,0,0,0,0,8.13597E-06,8.13597E-06,0,0,0,0,2.44079E-05,5.28838E-05,0,0,0.000158651,0,4.06798E-06,0,0,0.000178991,0.000292895,0.000471886,0.000471886,98147.79577,98194.13222,46.33645214,1852.204232,17.57589564,264.6594744,28.7605565,1587.544757,0.066755206,0.036324853,0.963675147,0.00258391,0.002681309,0.838593693,0.018578239,0.981421761,0.00034278,0.000349269
4335,2005,2,425,7,5,1378924,0.000308211,0.00153987,1.81161E-05,3.62322E-06,0,0,1.81161E-05,0,5.07251E-05,1.81161E-05,0.000521744,4.71019E-05,0,7.24645E-06,5.79716E-05,7.24645E-06,0,4.71019E-05,3.62322E-06,0,0,3.62322E-06,8.69574E-05,3.62322E-05,1.08697E-05,0,1.08697E-05,3.62322E-06,6.5218E-05,0.000130436,0,0,0.00033696,0,2.89858E-05,3.62322E-06,2.17393E-05,0.000637687,0.000902183,0.00153987,0.00153987,97996.66091,98147.79577,151.1348597,2003.339091,62.58761247,327.2470869,88.54724719,1676.092005,0.066607646,0.038908763,0.961091237,0.009201282,0.009573787,0.838696568,0.018921019,0.981078981,0.001055343,0.001075696
4335,2005,2,455,12,5,1591824,0.000285836,0.001428158,3.45269E-05,0,0,0,1.5694E-05,3.13881E-06,5.64985E-05,2.19717E-05,0.000379796,8.78866E-05,0,3.13881E-05,7.84702E-05,6.27762E-06,9.41642E-06,4.70821E-05,3.13881E-06,0,0,9.41642E-06,9.7303E-05,3.45269E-05,9.41642E-06,0,3.13881E-06,6.27762E-06,5.02209E-05,0.000163218,0,6.27762E-06,0.000219717,6.27762E-06,3.45269E-05,0,1.25552E-05,0.000536736,0.000891421,0.001428158,0.001428158,97856.70624,97996.66091,139.9546716,2143.293763,52.5983491,379.845436,87.35632248,1763.448327,0.066071701,0.048110046,0.951889954,0.007732717,0.00812354,0.839086469,0.019976362,0.980023638,0.001041149,0.001062371
4335,2005,2,588,17,5,1543184,0.00038103,0.001903339,4.53176E-05,0,2.26588E-05,0,3.23697E-06,0,0.000178033,3.23697E-05,0.00049202,0.000161849,6.47394E-06,5.82655E-05,0.000161849,2.26588E-05,1.94218E-05,1.61849E-05,6.47394E-06,0,0,9.71091E-06,7.76873E-05,2.91327E-05,9.71091E-06,3.23697E-06,1.61849E-05,0,4.20806E-05,0.00021364,0,1.94218E-05,0.000132716,1.94218E-05,8.09243E-05,0,2.26588E-05,0.000835138,0.0010682,0.001903339,0.001903339,97670.45176,97856.70624,186.2544727,2329.548236,81.7239013,461.5693373,104.5305714,1867.978898,0.065628693,0.055842762,0.944157238,0.012014593,0.012725204,0.839393835,0.021017511,0.978982489,0.001245839,0.001272585
4335,2005,2,990,22,5,1303477,0.000759507,0.003790338,5.74294E-05,7.65725E-06,0.000160802,0,3.82862E-06,3.82862E-06,0.000505378,0.000114859,0.000804011,0.000329262,2.68004E-05,0.000153145,0.000509207,8.04011E-05,1.14859E-05,4.97721E-05,1.14859E-05,0,0,2.29717E-05,6.89152E-05,4.21149E-05,3.82862E-05,3.82862E-06,3.0629E-05,1.14859E-05,6.50866E-05,0.000268004,0,3.0629E-05,0.000218232,1.14859E-05,0.000118687,3.82862E-06,2.68004E-05,0.001914312,0.001876026,0.003790338,0.003790338,97300.2477,97670.45176,370.2040628,2699.752299,186.9717489,648.5410862,183.2323139,2051.211212,0.064917114,0.067857355,0.932142645,0.027487546,0.029488562,0.839924295,0.02226335,0.97773665,0.002183839,0.002233566
4335,2005,2,1170,27,5,1080497,0.001082835,0.005399558,4.61501E-05,2.769E-05,0.000198445,8.76851E-05,4.61501E-06,1.3845E-05,0.000839931,8.76851E-05,0.000835316,0.000433811,9.23001E-05,0.000507651,0.000853776,0.000133835,1.846E-05,6.46101E-05,4.61501E-06,0,0,0.000124605,8.76851E-05,5.07651E-05,2.769E-05,0,3.69201E-05,4.61501E-06,0.00010153,0.00028613,0,5.99951E-05,0.000226135,2.769E-05,9.23001E-05,0,2.3075E-05,0.002570559,0.002828999,0.005399558,0.005399558,96774.86936,97300.2477,525.3783374,3225.130636,250.1160119,898.6570981,275.2623255,2326.473538,0.063242512,0.095344901,0.904655099,0.036770664,0.040646059,0.841236841,0.024447189,0.975552811,0.003280691,0.003362905
